Gene,Chr,Pos,. Genotypes
GRMZM2G057853,3,218005527,4
GRMZM2G057865,9,122973046,4
GRMZM2G057907,5,197689590,3
GRMZM2G057910,2,156179089,2
GRMZM2G057930,2,23398995,2
GRMZM2G057935,1,276992833,4
GRMZM2G057942,3,215590479,2
GRMZM2G057950,9,151326113,3
GRMZM2G057958,5,197590716,2
GRMZM2G057959,9,137026215,1
GRMZM2G057973,1,295876230,2
GRMZM2G057983,9,32338728,1
GRMZM2G058004,4,237440297,5
GRMZM2G058013,7,155371564,4
GRMZM2G058021,3,223843973,4
GRMZM2G058026,9,32335496,3
GRMZM2G058032,1,276989902,4
GRMZM2G058039,3,218026594,2
GRMZM2G058057,1,249417407,2
GRMZM2G058078,3,223819390,3
GRMZM2G058087,7,160589283,5
GRMZM2G058089,1,295887716,5
GRMZM2G058095,2,190416147,2
GRMZM2G058098,10,143245519,5
GRMZM2G058120,4,193226797,1
GRMZM2G058128,7,43130917,4
GRMZM2G058133,9,151395251,2
GRMZM2G058138,1,46061796,4
GRMZM2G058144,1,276988630,1
GRMZM2G058158,1,276975038,5
GRMZM2G058197,7,160599134,5
GRMZM2G058227,1,249418981,3
GRMZM2G058250,3,165726173,4
GRMZM2G058252,5,89320230,2
GRMZM2G058261,1,285071478,4
GRMZM2G058276,8,6280701,2
GRMZM2G058289,5,215053430,4
GRMZM2G058305,8,75602857,1
GRMZM2G058310,7,155357396,1
GRMZM2G058314,6,159890833,4
GRMZM2G058345,5,30947307,2
GRMZM2G058358,8,93920226,1
GRMZM2G058366,8,27649909,5
GRMZM2G058374,9,145371652,2
GRMZM2G058402,1,204684295,4
GRMZM2G058407,9,30943262,2
GRMZM2G058441,4,128993305,2
GRMZM2G058447,4,5007062,3
GRMZM2G058450,3,165728870,5
GRMZM2G058451,7,155341864,2
GRMZM2G058456,8,75598615,1
GRMZM2G058470,9,129267086,2
GRMZM2G058472,6,147971281,4
GRMZM2G058481,10,3172683,4
GRMZM2G058491,8,27637019,4
GRMZM2G058496,1,285109161,3
GRMZM2G058511,1,298579831,4
GRMZM2G058518,3,210235137,2
GRMZM2G058522,9,129274643,3
GRMZM2G058525,10,126133726,2
GRMZM2G058528,1,78645888,3
GRMZM2G058531,10,3186462,4
GRMZM2G058560,9,6263611,5
GRMZM2G058568,1,298586079,4
GRMZM2G058573,10,125912870,4
GRMZM2G058584,1,285125924,3
GRMZM2G058612,10,23069957,4
GRMZM2G058655,3,213655856,3
GRMZM2G058675,9,33138808,1
GRMZM2G058685,4,233443169,1
GRMZM2G058690,8,124645714,1
GRMZM2G058702,1,214719326,2
GRMZM2G058703,10,80874571,3
GRMZM2G058734,1,285132384,4
GRMZM2G058760,1,285137381,4
GRMZM2G058862,2,188462491,1
GRMZM2G058870,1,34665241,3
GRMZM2G058872,1,285144286,3
GRMZM2G058910,1,34660134,3
GRMZM2G058913,8,70945086,2
GRMZM2G058948,2,937819,3
GRMZM2G058954,3,166389548,5
GRMZM2G058966,2,923166,3
GRMZM2G059010,10,21691918,3
GRMZM2G059013,5,21995409,3
GRMZM2G059015,2,214506082,2
GRMZM2G059021,4,152474882,4
GRMZM2G059026,4,16233384,2
GRMZM2G059029,1,179722324,2
GRMZM2G059037,6,166624088,1
GRMZM2G059039,4,219779657,3
GRMZM2G059042,10,115472522,2
GRMZM2G059073,8,157467343,4
GRMZM2G059102,1,17965580,1
GRMZM2G059108,3,166378535,2
GRMZM2G059110,10,115439558,2
GRMZM2G059117,8,157463406,4
GRMZM2G059121,6,151444566,3
GRMZM2G059124,5,85867930,1
GRMZM2G059129,1,187093292,4
GRMZM2G059132,10,115432212,2
GRMZM2G059138,1,209306736,4
GRMZM2G059151,6,115192057,1
GRMZM2G059165,7,174029689,1
GRMZM2G059179,4,40345859,2
GRMZM2G059214,10,11805982,4
GRMZM2G059225,7,135508355,1
GRMZM2G059252,4,192816960,3
GRMZM2G059266,4,40354763,2
GRMZM2G059282,6,115184590,1
GRMZM2G059299,8,157452606,4
GRMZM2G059302,4,192795749,2
GRMZM2G059308,9,78857610,1
GRMZM2G059314,6,151455319,1
GRMZM2G059325,4,40390782,1
GRMZM2G059353,3,184814918,4
GRMZM2G059363,5,91815116,1
GRMZM2G059365,2,28395168,5
GRMZM2G059381,4,187594775,4
GRMZM2G059393,3,140560558,3
GRMZM2G059397,1,210741024,5
GRMZM2G059432,4,39546651,4
GRMZM2G059445,4,31102452,3
GRMZM2G059449,8,150307856,4
GRMZM2G059453,3,180041838,1
GRMZM2G059496,5,205369750,4
GRMZM2G059497,8,150325047,3
GRMZM2G059526,5,205373886,1
GRMZM2G059556,4,31114719,3
GRMZM2G059565,9,137765314,3
GRMZM2G059574,9,79712455,3
GRMZM2G059580,9,79713933,4
GRMZM2G059590,8,153861671,4
GRMZM2G059618,4,67655338,2
GRMZM2G059620,4,5544284,2
GRMZM2G059643,4,67678951,2
GRMZM2G059669,4,183126802,2
GRMZM2G059671,5,168252074,2
GRMZM2G059678,3,195243233,1
GRMZM2G059689,2,13470187,1
GRMZM2G059700,3,201093009,2
GRMZM2G059703,3,114779061,5
GRMZM2G059706,4,206498295,2
GRMZM2G059753,3,201065123,3
GRMZM2G059825,6,162556426,3
GRMZM2G059845,6,162560213,4
GRMZM2G059851,5,168222967,3
GRMZM2G059865,1,9560,2
GRMZM2G059891,9,151969679,2
GRMZM2G059893,8,143463545,4
GRMZM2G059937,9,151976812,2
GRMZM2G059965,10,108377238,3
GRMZM2G059981,1,269109037,2
GRMZM2G059985,1,218241694,3
GRMZM2G059991,6,135883576,5
GRMZM2G060000,6,115126076,1
GRMZM2G060001,1,79005428,3
GRMZM2G060011,2,206128538,2
GRMZM2G060023,4,131700783,1
GRMZM2G060027,3,176810150,1
GRMZM2G060045,8,134730679,1
GRMZM2G060061,8,10809631,5
GRMZM2G060070,1,261617391,2
GRMZM2G060106,6,8676304,3
GRMZM2G060109,2,213947517,4
GRMZM2G060114,2,206122194,3
GRMZM2G060148,1,36222024,5
GRMZM2G060160,2,213951309,4
GRMZM2G060161,2,206081022,3
GRMZM2G060163,9,30843252,4
GRMZM2G060167,5,140081618,5
GRMZM2G060170,6,157818498,5
GRMZM2G060183,10,29537222,4
GRMZM2G060185,9,155479987,2
GRMZM2G060194,7,165785542,3
GRMZM2G060210,8,90577560,3
GRMZM2G060213,8,122410102,2
GRMZM2G060216,3,176802425,1
GRMZM2G060249,7,165783374,1
GRMZM2G060253,5,140091974,5
GRMZM2G060257,1,80500850,4
GRMZM2G060276,3,176783315,3
GRMZM2G060284,8,122151181,3
GRMZM2G060296,1,1963004,5
GRMZM2G060324,6,157823789,3
GRMZM2G060327,8,122141816,2
GRMZM2G060337,6,114374780,2
GRMZM2G060349,5,23337457,1
GRMZM2G060355,5,178267164,2
GRMZM2G060357,4,148017623,3
GRMZM2G060373,6,22305568,2
GRMZM2G060410,7,86088821,1
GRMZM2G060429,2,183343174,2
GRMZM2G060451,4,238333640,1
GRMZM2G060464,4,121166352,2
GRMZM2G060467,8,68687325,2
GRMZM2G060470,4,184861367,3
GRMZM2G060485,5,93237655,5
GRMZM2G060505,6,160602083,3
GRMZM2G060507,9,153738727,1
GRMZM2G060511,7,167944353,2
GRMZM2G060516,8,149887807,4
GRMZM2G060522,9,34242363,1
GRMZM2G060536,3,147009359,4
GRMZM2G060540,3,147014172,4
GRMZM2G060541,8,149891856,2
GRMZM2G060544,1,72351671,3
GRMZM2G060554,4,178496407,5
GRMZM2G060561,5,93230798,5
GRMZM2G060564,9,153734162,4
GRMZM2G060567,4,238325389,3
GRMZM2G060579,7,158298726,3
GRMZM2G060583,5,64775062,1
GRMZM2G060611,6,160604984,4
GRMZM2G060647,3,49864583,3
GRMZM2G060659,5,64769745,1
GRMZM2G060669,4,238316911,5
GRMZM2G060690,1,161615380,2
GRMZM2G060702,1,293162557,4
GRMZM2G060714,7,28588407,4
GRMZM2G060720,10,115123081,3
GRMZM2G060726,6,160619150,4
GRMZM2G060732,4,184855329,1
GRMZM2G060742,1,235974029,1
GRMZM2G060762,7,160372101,5
GRMZM2G060765,1,286669834,2
GRMZM2G060798,10,85581890,5
GRMZM2G060800,4,208245285,4
GRMZM2G060817,6,160625378,3
GRMZM2G060824,8,107214273,3
GRMZM2G060842,9,133699134,3
GRMZM2G060856,6,21181934,3
GRMZM2G060868,6,86028806,1
GRMZM2G060870,6,75517252,4
GRMZM2G060872,2,162097901,3
GRMZM2G060886,8,152593672,4
GRMZM2G060896,4,225504998,3
GRMZM2G060906,2,38292209,3
GRMZM2G060919,5,199224614,4
GRMZM2G060940,5,18171328,4
GRMZM2G060942,2,78769891,1
GRMZM2G060947,4,160565933,3
GRMZM2G060952,1,31744763,5
GRMZM2G060977,8,159081728,2
GRMZM2G060987,10,89149919,3
GRMZM2G060991,3,2950560,4
GRMZM2G060999,8,113657642,1
GRMZM2G061018,3,2940575,3
GRMZM2G061023,4,238301444,3
GRMZM2G061043,8,167088434,2
GRMZM2G061078,4,238276633,4
GRMZM2G061088,8,37807222,2
GRMZM2G061096,1,31743457,2
GRMZM2G061099,1,89289131,2
GRMZM2G061105,6,153134652,2
GRMZM2G061135,10,86417599,4
GRMZM2G061156,7,159777718,4
GRMZM2G061184,2,182254264,3
GRMZM2G061186,6,8388964,3
GRMZM2G061187,8,16690892,4
GRMZM2G061206,3,145604914,2
GRMZM2G061232,7,159772767,2
GRMZM2G061234,7,159760133,3
GRMZM2G061277,9,19605309,2
GRMZM2G061280,9,149544548,2
GRMZM2G061287,10,138019070,2
GRMZM2G061419,8,163369123,2
GRMZM2G061442,1,272254449,3
GRMZM2G061446,3,146373787,1
GRMZM2G061447,10,86421301,2
GRMZM2G061465,6,94419770,4
GRMZM2G061487,1,217586307,5
GRMZM2G061492,6,124106825,2
GRMZM2G061537,10,128844443,4
GRMZM2G061542,1,191063116,5
GRMZM2G061554,5,50798438,1
GRMZM2G061562,7,50148694,5
GRMZM2G061602,8,155901848,2
GRMZM2G061624,1,61451761,2
GRMZM2G061626,1,293155339,2
GRMZM2G061629,3,86845250,4
GRMZM2G061662,1,293145815,4
GRMZM2G061672,2,3609621,3
GRMZM2G061681,3,225449259,4
GRMZM2G061684,8,40384876,1
GRMZM2G061702,7,50111339,3
GRMZM2G061704,1,155418501,2
GRMZM2G061735,8,17422124,4
GRMZM2G061742,10,3908456,1
GRMZM2G061745,2,3606703,4
GRMZM2G061751,6,131357400,1
GRMZM2G061777,6,151127897,4
GRMZM2G061783,5,175178606,1
GRMZM2G061791,1,186997987,1
GRMZM2G061795,8,100201080,1
GRMZM2G061821,6,93183074,3
GRMZM2G061830,3,11531064,4
GRMZM2G061876,5,128797797,1
GRMZM2G061884,7,124951531,1
GRMZM2G061885,2,184697865,4
GRMZM2G061890,3,219376937,3
GRMZM2G061900,1,293137096,4
GRMZM2G061906,6,151125433,4
GRMZM2G061912,6,135512506,1
GRMZM2G061922,7,174218111,3
GRMZM2G061932,8,17420365,2
GRMZM2G061938,5,193442515,3
GRMZM2G061941,5,208198335,4
GRMZM2G061950,5,208195036,3
GRMZM2G061969,8,17389560,4
GRMZM2G061980,6,135467283,1
GRMZM2G061988,1,140039564,1
GRMZM2G061990,3,219370597,3
GRMZM2G061996,7,50105904,4
GRMZM2G062024,2,26830608,1
GRMZM2G062037,10,126921368,1
GRMZM2G062045,1,265450113,5
GRMZM2G062069,8,17383465,4
GRMZM2G062076,3,3107561,2
GRMZM2G062084,4,172055611,4
GRMZM2G062129,4,2831256,2
GRMZM2G062154,3,209639682,3
GRMZM2G062199,5,131620284,5
GRMZM2G062210,1,3554592,5
GRMZM2G062230,3,9316648,4
GRMZM2G062245,3,25129372,1
GRMZM2G062260,1,234273800,3
GRMZM2G062268,2,199565440,4
GRMZM2G062283,3,190750009,3
GRMZM2G062333,6,133474792,5
GRMZM2G062342,3,190752834,5
GRMZM2G062354,2,3585220,3
GRMZM2G062373,3,190774382,5
GRMZM2G062390,10,127994569,3
GRMZM2G062391,1,56219683,3
GRMZM2G062416,2,174978322,5
GRMZM2G062420,2,3541848,5
GRMZM2G062424,5,216951272,1
GRMZM2G062425,1,56225559,5
GRMZM2G062429,3,190784016,1
GRMZM2G062452,6,147687976,3
GRMZM2G062470,5,20134722,2
GRMZM2G062471,2,22574615,2
GRMZM2G062476,4,37344759,2
GRMZM2G062481,6,142484079,3
GRMZM2G062488,2,37444288,5
GRMZM2G062495,6,141629503,2
GRMZM2G062499,5,161194840,3
GRMZM2G062524,3,151050660,5
GRMZM2G062552,5,76428456,3
GRMZM2G062554,2,22574615,1
GRMZM2G062555,8,120015876,2
GRMZM2G062559,2,44472484,4
GRMZM2G062565,9,26279137,2
GRMZM2G062577,6,147693314,4
GRMZM2G062591,4,37320873,5
GRMZM2G062641,3,228369552,2
GRMZM2G062650,3,31804770,5
GRMZM2G062657,6,142446368,3
GRMZM2G062673,2,33730780,1
GRMZM2G062683,4,234835603,2
GRMZM2G062724,1,10033726,4
GRMZM2G062738,6,165941397,4
GRMZM2G062761,6,165949101,4
GRMZM2G062777,1,158331285,1
GRMZM2G062788,1,158313916,1
GRMZM2G062826,8,28287543,1
GRMZM2G062841,1,9989628,3
GRMZM2G062848,5,167777857,1
GRMZM2G062914,5,79862605,4
GRMZM2G062953,8,28294700,1
GRMZM2G063001,3,228727837,1
GRMZM2G063025,8,73731502,4
GRMZM2G063042,10,100431586,3
GRMZM2G063048,1,59863601,2
GRMZM2G063060,9,152634378,5
GRMZM2G063069,8,73726815,2
GRMZM2G063151,9,139747969,4
GRMZM2G063156,3,40446011,4
GRMZM2G063162,5,139354307,2
GRMZM2G063163,2,36767614,3
GRMZM2G063188,4,68237146,4
GRMZM2G063192,4,159174888,2
GRMZM2G063203,4,149897244,4
GRMZM2G063220,4,167039258,2
GRMZM2G063244,8,1144617,3
GRMZM2G063253,6,123729725,4
GRMZM2G063258,7,21272712,4
GRMZM2G063262,2,36766472,2
GRMZM2G063263,2,204427045,1
GRMZM2G063298,1,262546655,4
GRMZM2G063316,4,166973856,4
GRMZM2G063328,2,4350029,5
GRMZM2G063340,7,21277244,3
GRMZM2G063342,9,152652292,4
GRMZM2G063363,10,82715902,1
GRMZM2G063369,9,146012201,2
GRMZM2G063375,10,96618858,2
GRMZM2G063387,9,152675020,5
GRMZM2G063394,10,12744614,2
GRMZM2G063420,7,160321504,4
GRMZM2G063452,5,85858566,1
GRMZM2G063462,6,73904998,4
GRMZM2G063468,4,24977789,4
GRMZM2G063473,4,166922037,5
GRMZM2G063478,10,89930068,3
GRMZM2G063492,10,89977287,2
GRMZM2G063498,1,64541549,4
GRMZM2G063503,1,262394134,3
GRMZM2G063511,8,81159887,2
GRMZM2G063517,7,129440390,3
GRMZM2G063519,2,7040387,4
GRMZM2G063533,2,195830322,1
GRMZM2G063536,8,109163573,1
GRMZM2G063575,10,89985529,4
GRMZM2G063592,10,89989563,2
GRMZM2G063603,9,149807426,5
GRMZM2G063617,7,172711386,2
GRMZM2G063632,5,22258817,1
GRMZM2G063643,2,158834171,4
GRMZM2G063647,2,185833014,3
GRMZM2G063672,8,146615995,1
GRMZM2G063679,1,224520401,1
GRMZM2G063684,8,146610286,2
GRMZM2G063688,3,124182728,4
GRMZM2G063700,4,232407652,4
GRMZM2G063723,2,186633390,3
GRMZM2G063729,8,146603798,2
GRMZM2G063733,1,36345686,3
GRMZM2G063737,8,174535059,5
GRMZM2G063754,6,123748714,3
GRMZM2G063775,2,186676208,2
GRMZM2G063792,4,131251651,4
GRMZM2G063806,7,40114236,4
GRMZM2G063827,10,132239102,3
GRMZM2G063850,4,149168298,4
GRMZM2G063851,5,123630077,2
GRMZM2G063864,5,174411617,5
GRMZM2G063868,2,198651750,4
GRMZM2G063875,9,139516752,3
GRMZM2G063896,8,117823335,4
GRMZM2G063897,5,68510699,1
GRMZM2G063899,6,72898431,4
GRMZM2G063909,4,233810911,2
GRMZM2G063931,9,153780478,4
GRMZM2G063949,3,132396470,3
GRMZM2G063961,6,150461153,3
GRMZM2G063972,10,134495608,3
GRMZM2G064001,6,123770193,3
GRMZM2G064005,9,153772099,5
GRMZM2G064023,4,233821056,3
GRMZM2G064031,3,227046256,4
GRMZM2G064042,5,8544691,1
GRMZM2G064050,6,87519374,4
GRMZM2G064083,8,57210805,3
GRMZM2G064107,3,157756845,1
GRMZM2G064111,3,157758480,5
GRMZM2G064133,4,37224912,3
GRMZM2G064136,5,159683511,2
GRMZM2G064159,10,123811214,1
GRMZM2G064163,2,157209974,4
GRMZM2G064168,2,79575409,3
GRMZM2G064197,7,83143825,3
GRMZM2G064212,2,1039054,2
GRMZM2G064255,5,174408073,3
GRMZM2G064268,4,233845017,4
GRMZM2G064302,9,22101455,5
GRMZM2G064328,4,233853287,4
GRMZM2G064330,5,50554701,3
GRMZM2G064336,8,148519159,2
GRMZM2G064366,2,224839476,4
GRMZM2G064371,10,26664281,1
GRMZM2G064374,6,99683196,1
GRMZM2G064382,6,104265745,2
GRMZM2G064386,5,215965292,4
GRMZM2G064390,5,37081984,1
GRMZM2G064426,8,117802966,2
GRMZM2G064467,2,31594529,3
GRMZM2G064473,3,214475413,3
GRMZM2G064501,4,35551261,4
GRMZM2G064503,1,291311456,5
GRMZM2G064518,6,104269683,2
GRMZM2G064541,3,38053655,3
GRMZM2G064547,4,35548760,5
GRMZM2G064558,5,146378034,4
GRMZM2G064563,9,154339163,4
GRMZM2G064580,3,38050967,3
GRMZM2G064584,4,42636557,1
GRMZM2G064590,1,241507555,2
GRMZM2G064594,7,51965002,2
GRMZM2G064600,9,154336337,4
GRMZM2G064601,7,52000045,3
GRMZM2G064603,5,215991421,3
GRMZM2G064608,5,215993098,1
GRMZM2G064612,9,154330511,4
GRMZM2G064613,4,78778758,4
GRMZM2G064630,2,212636683,2
GRMZM2G064640,2,212644936,4
GRMZM2G064663,1,16347623,1
GRMZM2G064695,5,186094218,1
GRMZM2G064701,4,162256569,2
GRMZM2G064708,3,224918388,1
GRMZM2G064723,3,168859719,2
GRMZM2G064725,9,134138932,2
GRMZM2G064732,1,16349296,3
GRMZM2G064744,3,227395531,1
GRMZM2G064753,3,224926175,3
GRMZM2G064759,2,202423741,4
GRMZM2G064767,8,137536478,1
GRMZM2G064775,5,36764755,2
GRMZM2G064799,7,4238231,2
GRMZM2G064804,1,80057861,3
GRMZM2G064807,4,38938715,2
GRMZM2G064831,10,145204446,1
GRMZM2G064841,1,21196992,5
GRMZM2G064852,5,15770601,4
GRMZM2G064853,3,180504504,2
GRMZM2G064868,4,29116437,5
GRMZM2G064870,2,2594671,2
GRMZM2G064873,2,167404507,3
GRMZM2G064875,1,80056862,4
GRMZM2G064896,2,148501273,5
GRMZM2G064898,2,167417617,3
GRMZM2G064905,8,161135578,4
GRMZM2G064914,3,167687018,3
GRMZM2G064936,3,167684278,4
GRMZM2G064949,2,2620345,3
GRMZM2G064954,8,161103642,4
GRMZM2G064960,4,162266492,2
GRMZM2G064962,1,195149643,5
GRMZM2G064967,2,2623624,3
GRMZM2G064984,2,148510548,4
GRMZM2G064988,5,71686670,3
GRMZM2G064993,6,112140579,3
GRMZM2G065012,2,2629264,4
GRMZM2G065044,4,162274779,2
GRMZM2G065066,1,155190884,3
GRMZM2G065073,2,42785276,4
GRMZM2G065076,4,31610626,2
GRMZM2G065083,1,283086855,3
GRMZM2G065105,6,83934624,2
GRMZM2G065125,5,62114737,3
GRMZM2G065171,2,42801177,2
GRMZM2G065176,10,133413726,1
GRMZM2G065194,5,15650664,4
GRMZM2G065205,1,147086483,4
GRMZM2G065210,9,141174591,4
GRMZM2G065214,1,283088992,5
GRMZM2G065230,3,52245214,3
GRMZM2G065244,4,42819483,1
GRMZM2G065245,3,148974338,1
GRMZM2G065276,2,162964740,4
GRMZM2G065290,3,184932260,1
GRMZM2G065292,10,125127879,3
GRMZM2G065298,1,155195345,3
GRMZM2G065355,9,33804170,4
GRMZM2G065374,1,283600596,1
GRMZM2G065394,9,102106025,3
GRMZM2G065423,3,179410462,2
GRMZM2G065451,4,237774768,5
GRMZM2G065478,1,165075483,2
GRMZM2G065480,2,42062701,1
GRMZM2G065494,4,237770296,5
GRMZM2G065498,1,250092428,5
GRMZM2G065506,5,131363457,1
GRMZM2G065532,6,3594857,3
GRMZM2G065552,1,44340730,1
GRMZM2G065566,8,118678766,1
GRMZM2G065593,8,118693566,1
GRMZM2G065599,8,129958052,2
GRMZM2G065612,9,34704059,2
GRMZM2G065617,7,140104975,4
GRMZM2G065622,8,129940791,2
GRMZM2G065632,4,203430498,3
GRMZM2G065655,4,203403106,1
GRMZM2G065665,2,185292959,2
GRMZM2G065669,5,8414561,4
GRMZM2G065694,9,55857162,2
GRMZM2G065696,9,125171530,1
GRMZM2G065718,1,5953343,1
GRMZM2G065757,6,165018858,3
GRMZM2G065804,10,5896322,5
GRMZM2G065822,5,8427159,4
GRMZM2G065839,2,79872003,3
GRMZM2G065868,7,137515341,5
GRMZM2G065888,6,83825865,2
GRMZM2G065893,8,163282943,5
GRMZM2G065896,5,8452113,4
GRMZM2G065899,2,31161128,2
GRMZM2G065908,4,72573602,4
GRMZM2G065956,5,8459673,4
GRMZM2G065970,3,227434428,5
GRMZM2G065971,8,163287134,1
GRMZM2G065989,3,227425398,5
GRMZM2G066024,8,163307679,2
GRMZM2G066059,10,127810959,4
GRMZM2G066101,3,227415926,5
GRMZM2G066107,7,43420892,1
GRMZM2G066153,6,150737685,3
GRMZM2G066162,10,127808211,2
GRMZM2G066165,10,1079442,3
GRMZM2G066169,2,5766634,3
GRMZM2G066171,7,116075455,4
GRMZM2G066189,6,150742820,5
GRMZM2G066191,5,14854310,4
GRMZM2G066197,7,161619608,3
GRMZM2G066213,2,139644066,2
GRMZM2G066219,7,137521696,2
GRMZM2G066222,4,217522076,2
GRMZM2G066225,6,150752120,5
GRMZM2G066234,1,253280558,5
GRMZM2G066274,1,46406919,2
GRMZM2G066290,7,10513329,4
GRMZM2G066293,6,9188714,5
GRMZM2G066341,6,130839057,1
GRMZM2G066343,2,210885054,2
GRMZM2G066345,3,12645737,2
GRMZM2G066362,3,12293129,2
GRMZM2G066394,2,226585902,4
GRMZM2G066400,6,9190615,4
GRMZM2G066413,3,12289399,5
GRMZM2G066426,6,9201291,2
GRMZM2G066432,6,152167869,3
GRMZM2G066440,3,12283078,4
GRMZM2G066441,1,81209747,2
GRMZM2G066449,5,14842656,3
GRMZM2G066460,6,9206066,4
GRMZM2G066469,10,146694373,2
GRMZM2G066485,6,138692514,2
GRMZM2G066496,10,5524253,3
GRMZM2G066516,2,187052612,2
GRMZM2G066528,7,146895122,3
GRMZM2G066538,10,68967226,1
GRMZM2G066546,2,224988299,2
GRMZM2G066575,6,152182168,4
GRMZM2G066612,6,123607021,3
GRMZM2G066614,5,154807993,1
GRMZM2G066615,4,158338514,5
GRMZM2G066618,4,141882085,5
GRMZM2G066650,3,126629176,3
GRMZM2G066672,2,184758801,4
GRMZM2G066749,1,267908605,2
GRMZM2G066755,8,169623962,5
GRMZM2G066801,1,252804859,2
GRMZM2G066815,10,125429104,4
GRMZM2G066820,2,23669346,3
GRMZM2G066851,5,189046519,1
GRMZM2G066860,1,8882649,4
GRMZM2G066867,5,18448436,2
GRMZM2G066876,7,109150141,4
GRMZM2G066902,2,230869016,4
GRMZM2G066923,7,156802555,5
GRMZM2G066981,10,146675920,2
GRMZM2G066996,5,18452570,4
GRMZM2G067019,4,136091282,3
GRMZM2G067022,6,148968839,2
GRMZM2G067028,1,179641895,4
GRMZM2G067036,6,150773182,4
GRMZM2G067049,1,191369247,3
GRMZM2G067053,9,12793273,4
GRMZM2G067063,2,203714034,3
GRMZM2G067067,1,212191849,3
GRMZM2G067080,8,84066215,3
GRMZM2G067096,2,110087132,3
GRMZM2G067122,6,148959855,4
GRMZM2G067156,6,150803591,4
GRMZM2G067162,1,179645670,1
GRMZM2G067171,3,141443042,4
GRMZM2G067176,10,146669405,2
GRMZM2G067183,5,199441323,4
GRMZM2G067225,9,145347412,3
GRMZM2G067231,3,98496572,1
GRMZM2G067242,5,199437304,4
GRMZM2G067265,7,124868313,2
GRMZM2G067277,4,79840187,3
GRMZM2G067298,5,44459716,3
GRMZM2G067299,10,146650289,4
GRMZM2G067303,9,142496308,5
GRMZM2G067306,5,18336911,3
GRMZM2G067315,1,235909586,3
GRMZM2G067371,1,73509445,2
GRMZM2G067373,6,112349494,3
GRMZM2G067402,9,145339791,2
GRMZM2G067417,4,136058867,4
GRMZM2G067426,9,145335058,3
GRMZM2G067436,1,171258611,1
GRMZM2G067456,3,127004173,5
GRMZM2G067476,3,127007522,5
GRMZM2G067489,7,148172771,3
GRMZM2G067511,3,38428248,2
GRMZM2G067514,2,172403433,2
GRMZM2G067520,2,204920937,3
GRMZM2G067522,8,29610465,1
GRMZM2G067530,3,16318800,4
GRMZM2G067546,9,131166694,3
GRMZM2G067555,4,198116808,3
GRMZM2G067581,8,29604354,1
GRMZM2G067583,3,214821656,5
GRMZM2G067587,4,198124366,2
GRMZM2G067601,8,156725221,4
GRMZM2G067626,1,222947104,1
GRMZM2G067638,1,222954366,4
GRMZM2G067646,9,12979631,4
GRMZM2G067675,8,17301770,4
GRMZM2G067691,6,27259200,1
GRMZM2G067707,9,14782782,3
GRMZM2G067727,5,75885508,4
GRMZM2G067734,9,114962112,2
GRMZM2G067747,7,78807750,3
GRMZM2G067752,7,106994526,3
GRMZM2G067789,5,45335090,2
GRMZM2G067877,6,168176029,3
GRMZM2G067910,4,218668283,2
GRMZM2G067915,2,219169348,5
GRMZM2G067919,1,258363478,5
GRMZM2G067964,1,282871520,4
GRMZM2G067992,6,157734851,2
GRMZM2G068010,4,191244715,4
GRMZM2G068024,1,258369631,5
GRMZM2G068028,1,282793113,5
GRMZM2G068059,2,1976249,2
GRMZM2G068112,4,186163078,2
GRMZM2G068117,1,293625016,5
GRMZM2G068149,5,32846583,1
GRMZM2G068151,3,184628139,2
GRMZM2G068158,1,282788166,5
GRMZM2G068177,2,1972120,5
GRMZM2G068179,1,282745085,3
GRMZM2G068192,8,117869676,4
GRMZM2G068193,1,189404208,3
GRMZM2G068202,2,1955393,4
GRMZM2G068217,3,2875103,5
GRMZM2G068244,1,293644953,4
GRMZM2G068255,7,163514889,5
GRMZM2G068259,1,262163991,3
GRMZM2G068271,8,164898420,2
GRMZM2G068294,8,87544691,2
GRMZM2G068316,10,18671208,4
GRMZM2G068322,3,5792074,4
GRMZM2G068323,6,139927563,1
GRMZM2G068328,1,240023266,2
GRMZM2G068331,4,10228657,3
GRMZM2G068340,5,189318433,2
GRMZM2G068350,10,95383850,1
GRMZM2G068352,3,5788401,4
GRMZM2G068361,8,164901029,5
GRMZM2G068382,10,18670277,4
GRMZM2G068392,8,163509298,2
GRMZM2G068398,4,10221417,1
GRMZM2G068443,1,293647284,3
GRMZM2G068455,4,83506808,3
GRMZM2G068465,10,3062756,5
GRMZM2G068471,1,264089764,4
GRMZM2G068476,1,262171102,4
GRMZM2G068479,9,134305576,1
GRMZM2G068496,6,139905374,2
GRMZM2G068506,4,58954964,4
GRMZM2G068566,5,28203505,2
GRMZM2G068575,1,261132736,2
GRMZM2G068586,8,150278839,2
GRMZM2G068590,2,60874235,4
GRMZM2G068657,1,194993748,5
GRMZM2G068665,3,150268890,2
GRMZM2G068690,3,216841028,1
GRMZM2G068701,1,75959896,4
GRMZM2G068710,10,10136436,1
GRMZM2G068715,2,213362463,3
GRMZM2G068755,8,170842765,4
GRMZM2G068789,7,132164452,2
GRMZM2G068808,10,75809469,3
GRMZM2G068862,7,132157328,1
GRMZM2G068904,5,186838887,1
GRMZM2G068913,3,152178692,5
GRMZM2G068943,8,123601724,2
GRMZM2G068952,1,287818448,1
GRMZM2G068955,6,8107762,4
